label,scan_case,clean_case,select_threshold,boundary_layer,n_pix,rmse,median_abs_residual,p95_abs_residual,median_unc
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,1,64,863.1288497466833,422.419940057271,1707.6924422604136,21.105948993233277
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,2,64,390.68477342548135,293.0950169191715,656.4086621815823,13.07025524546389
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,3,64,304.42631081554686,166.02763515973857,603.8306882638591,10.718720497127661
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,4,52,216.00575392462943,105.42401999153367,439.0352616747599,8.695006920497127
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,5,36,205.34558058414058,134.91336399719523,376.5619050058099,8.104739941460469
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,6,20,192.3576020260457,107.65192217510219,335.926145529341,8.736428085330271
G_same_LST_12days_fast_hourly_stacked__threshold_0.03,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.03,7,4,427.65964119856744,445.365162136402,527.4538348177146,7.9274065168514785
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,0,64,2222.8649847865177,1577.7034018480686,4716.51931704764,59.065004601966805
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,1,64,863.1288497466833,422.419940057271,1707.6924422604136,21.105948993233277
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,2,64,390.68477342548135,293.0950169191715,656.4086621815823,13.07025524546389
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,3,64,304.42631081554686,166.02763515973857,603.8306882638591,10.718720497127661
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,4,52,216.00575392462943,105.42401999153367,439.0352616747599,8.695006920497127
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,5,36,205.34558058414058,134.91336399719523,376.5619050058099,8.104739941460469
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,6,20,192.3576020260457,107.65192217510219,335.926145529341,8.736428085330271
G_same_LST_12days_fast_hourly_stacked__threshold_0.02,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.02,7,4,427.65964119856744,445.365162136402,527.4538348177146,7.9274065168514785
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,0,147,3427.468372525298,1907.1890814709973,7533.30274466495,99.44820848609429
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,1,144,3258.7937290010204,1734.003134610401,7005.432473628138,88.94324201835909
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,2,112,2533.827342010116,1277.3244347433256,6251.443621805236,46.84732192411056
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,3,64,460.370552526766,296.43360324322634,898.7465792479118,13.407420080799401
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,4,64,298.25571555938205,168.49978457124098,556.8350719116701,11.773245314915936
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,5,52,213.13868980812714,98.91627349800012,457.9488639015332,8.755884637655258
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,6,42,218.50435839893368,144.6197926261267,308.2402368884865,8.369781747789514
G_same_LST_12days_fast_hourly_stacked__threshold_0.01,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.01,7,29,258.80652435236516,115.85783676698202,477.983794081433,8.48682175583654
G_same_LST_12days_fast_hourly_stacked__threshold_0.005,G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",0.005,7,768,2473.3346223062254,993.7422276245675,5257.677745758743,76.45765529218815
