case,clean_label,noise_name,delta_nu_hz,sigma_frac,equiv_sigma_K_median,rmse_clean,corr_clean,rmse_gls,corr_gls,rmse_hydra,corr_hydra,hydra_iter,hydra_converged,n_pix
A_no_rotation_24h,"No rotation, 24 h",raw_10MHz_over_8192,1220.703125,0.0026127890589687235,0.0254700248950938,172789.1315229654,-0.040675587568190084,756644.5022515308,0.019316226481277166,757008.6236788118,0.0192217383539665,20,False,336
A_no_rotation_24h,"No rotation, 24 h",bandavg_100kHz,100000.0,0.0002886751345948129,0.0028140667687985956,172789.1315229654,-0.040675587568190084,212060.93102670676,-0.024131725054143016,212062.20300392483,-0.024134102562968624,13,True,336
C_fast_rotation_24h_one_turn_per_hour,"Fast rotation, 24 h",raw_10MHz_over_8192,1220.703125,0.0026127890589687235,0.026244861321516745,130710.0204673858,0.27660981999438194,216241.98667457057,0.17459907366606703,216288.230800059,0.17457923591224234,20,False,528
C_fast_rotation_24h_one_turn_per_hour,"Fast rotation, 24 h",bandavg_100kHz,100000.0,0.0002886751345948129,0.0028996749080851605,130710.0204673858,0.27660981999438194,136834.65684146443,0.26525850221680586,136817.63649914128,0.2653092223855784,20,True,528
E_same_LST_12days_30deg_step_stacked,"Same LST, 12 days, 30° step",raw_10MHz_over_8192,1220.703125,0.0026127890589687235,0.02613427702624209,105568.5333279975,0.3281200147325612,122179.64713875887,0.2816041963564836,122178.18504739099,0.28156389582919616,20,False,536
E_same_LST_12days_30deg_step_stacked,"Same LST, 12 days, 30° step",bandavg_100kHz,100000.0,0.0002886751345948129,0.0028874569541661845,105568.5333279975,0.3281200147325612,113254.0177475117,0.30244950631368306,113247.90866334186,0.3024383512295701,20,True,536
G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",raw_10MHz_over_8192,1220.703125,0.0026127890589687235,0.026244861321516745,130710.02046969146,0.27660981999885237,139465.49729190196,0.2625881982773063,139442.88897100874,0.26265471130237816,20,False,528
G_same_LST_12days_fast_hourly_stacked,"Same LST, 12 days, fast hourly",bandavg_100kHz,100000.0,0.0002886751345948129,0.0028996749080851605,130710.02046969146,0.27660981999885237,135273.8963443029,0.2668834597413034,135256.26570028198,0.26693641520458633,20,True,528
